year,region_code,region_label,series,migration_status,detail,value_thousand
2022,08126KRSI,"Hohenlohekreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,18
2022,08126KRSI,"Hohenlohekreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,14
2022,08126KRSI,"Hohenlohekreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,11
2022,08126KRSI,"Hohenlohekreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,Insgesamt,Insgesamt,192
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,Insgesamt,geschieden,11
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,Insgesamt,ledig,79
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,Insgesamt,verheiratet,92
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,Insgesamt,verwitwet,11
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,61
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,26
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,29
2022,08127KRSI,"Schwäbisch Hall, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08127KRSI,"Schwäbisch Hall, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,17
2022,08127KRSI,"Schwäbisch Hall, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08127KRSI,"Schwäbisch Hall, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,14
2022,08127KRSI,"Schwäbisch Hall, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08127KRSI,"Schwäbisch Hall, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,132
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,Insgesamt,geschieden,10
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,Insgesamt,ledig,51
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,Insgesamt,verheiratet,60
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,Insgesamt,verwitwet,11
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,36
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,16
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,16
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,11
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,9
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,Insgesamt,Insgesamt,135
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,Insgesamt,geschieden,8
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,Insgesamt,ledig,56
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,Insgesamt,verheiratet,63
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,Insgesamt,verwitwet,8
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,60
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,27
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,28
2022,08135KRSI,"Heidenheim, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08135KRSI,"Heidenheim, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,17
2022,08135KRSI,"Heidenheim, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08135KRSI,"Heidenheim, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,13
2022,08135KRSI,"Heidenheim, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08135KRSI,"Heidenheim, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,314
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,Insgesamt,geschieden,19
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,Insgesamt,ledig,130
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,Insgesamt,verheiratet,145
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,Insgesamt,verwitwet,20
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,90
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,40
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,41
2022,08136KRSI,"Ostalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08136KRSI,"Ostalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,29
2022,08136KRSI,"Ostalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08136KRSI,"Ostalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,23
2022,08136KRSI,"Ostalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,6
2022,08136KRSI,"Ostalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,309
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,Insgesamt,geschieden,25
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,Insgesamt,ledig,145
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,Insgesamt,verheiratet,119
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,Insgesamt,verwitwet,19
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,116
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,mit Migrationshintergrund,geschieden,8
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,mit Migrationshintergrund,ledig,55
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,mit Migrationshintergrund,verheiratet,48
2022,08212KRSI,"Karlsruhe, Stadtkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08212KRSI,"Karlsruhe, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,35
2022,08212KRSI,"Karlsruhe, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08212KRSI,"Karlsruhe, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,29
2022,08212KRSI,"Karlsruhe, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08212KRSI,"Karlsruhe, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,Insgesamt,Insgesamt,452
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,Insgesamt,geschieden,30
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,Insgesamt,ledig,182
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,Insgesamt,verheiratet,210
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,Insgesamt,verwitwet,29
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,145
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,8
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,67
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,64
2022,08215KRSI,"Karlsruhe, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08215KRSI,"Karlsruhe, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,47
2022,08215KRSI,"Karlsruhe, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08215KRSI,"Karlsruhe, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,35
2022,08215KRSI,"Karlsruhe, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,9
2022,08215KRSI,"Karlsruhe, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,Insgesamt,Insgesamt,54
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,Insgesamt,geschieden,20
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,Insgesamt,ledig,115
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,Insgesamt,verheiratet,127
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,Insgesamt,verwitwet,22
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,mit Migrationshintergrund,Insgesamt,107
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,mit Migrationshintergrund,geschieden,7
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,mit Migrationshintergrund,ledig,51
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,mit Migrationshintergrund,verheiratet,45
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,27
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,22
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,152
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,Insgesamt,geschieden,9
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,Insgesamt,ledig,80
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,Insgesamt,verheiratet,57
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,Insgesamt,verwitwet,/
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,62
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,mit Migrationshintergrund,ledig,36
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,mit Migrationshintergrund,verheiratet,23
2022,08221KRSI,"Heidelberg, Stadtkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08221KRSI,"Heidelberg, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,21
2022,08221KRSI,"Heidelberg, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08221KRSI,"Heidelberg, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,17
2022,08221KRSI,"Heidelberg, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08221KRSI,"Heidelberg, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,314
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,Insgesamt,geschieden,19
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,Insgesamt,ledig,155
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,Insgesamt,verheiratet,123
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,Insgesamt,verwitwet,17
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,147
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,geschieden,7
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,ledig,71
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,verheiratet,63
2022,08222KRSI,"Mannheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08222KRSI,"Mannheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,47
2022,08222KRSI,"Mannheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08222KRSI,"Mannheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,39
2022,08222KRSI,"Mannheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,6
2022,08222KRSI,"Mannheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,143
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,Insgesamt,geschieden,7
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,Insgesamt,ledig,55
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,Insgesamt,verheiratet,70
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,Insgesamt,verwitwet,10
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,37
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,16
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,18
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,10
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,9
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,556
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,Insgesamt,geschieden,34
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,Insgesamt,ledig,223
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,Insgesamt,verheiratet,266
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,Insgesamt,verwitwet,34
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,174
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,9
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,77
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,82
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,6
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,59
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,46
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,11
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,128
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,Insgesamt,geschieden,9
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,Insgesamt,ledig,55
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,Insgesamt,verheiratet,52
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,Insgesamt,verwitwet,12
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,71
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,ledig,33
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,verheiratet,29
2022,08231KRSI,"Pforzheim, Stadtkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,19
2022,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,18
2022,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,Insgesamt,159
2022,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,geschieden,10
2022,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,ledig,59
2022,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,verheiratet,78
2022,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,verwitwet,11
2022,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,59
2022,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,25
2022,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,28
2022,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,19
2022,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,15
2022,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,198
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,geschieden,11
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,ledig,80
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,verheiratet,97
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,verwitwet,10
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,66
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,34
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,27
2022,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,24
2022,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,19
2022,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,Insgesamt,122
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,geschieden,8
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,ledig,46
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,verheiratet,62
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,verwitwet,/
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,37
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,16
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,17
2022,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2022,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,9
2022,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2022,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,8
2022,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2022,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,229
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,geschieden,17
