year,region_code,region_label,series,migration_status,detail,value_thousand
2023,08231KRSI,"Pforzheim, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,Insgesamt,158
2023,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,geschieden,11
2023,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,ledig,61
2023,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,verheiratet,76
2023,08235KRSI,"Calw, Landkreis",by_marital_status,Insgesamt,verwitwet,10
2023,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,60
2023,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,28
2023,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,27
2023,08235KRSI,"Calw, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,18
2023,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,14
2023,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08235KRSI,"Calw, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,200
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,geschieden,11
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,ledig,77
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,verheiratet,101
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,Insgesamt,verwitwet,11
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,62
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,29
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,27
2023,08236KRSI,"Enzkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,19
2023,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,14
2023,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08236KRSI,"Enzkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,Insgesamt,122
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,geschieden,8
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,ledig,49
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,verheiratet,59
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,Insgesamt,verwitwet,7
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,37
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,17
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,16
2023,08237KRSI,"Freudenstadt, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,10
2023,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,8
2023,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08237KRSI,"Freudenstadt, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,Insgesamt,233
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,geschieden,17
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,ledig,134
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,verheiratet,74
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,Insgesamt,verwitwet,8
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,94
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,mit Migrationshintergrund,ledig,56
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,mit Migrationshintergrund,verheiratet,29
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,24
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,20
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,Insgesamt,Insgesamt,270
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,Insgesamt,geschieden,15
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,Insgesamt,ledig,111
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,Insgesamt,verheiratet,129
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,Insgesamt,verwitwet,15
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,67
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,32
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,30
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,24
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,19
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,Insgesamt,Insgesamt,166
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,Insgesamt,geschieden,10
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,Insgesamt,ledig,70
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,Insgesamt,verheiratet,78
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,Insgesamt,verwitwet,9
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,52
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,27
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,21
2023,08316KRSI,"Emmendingen, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08316KRSI,"Emmendingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,14
2023,08316KRSI,"Emmendingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08316KRSI,"Emmendingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,12
2023,08316KRSI,"Emmendingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08316KRSI,"Emmendingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,442
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,Insgesamt,geschieden,28
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,Insgesamt,ledig,186
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,Insgesamt,verheiratet,202
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,Insgesamt,verwitwet,26
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,138
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,7
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,65
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,61
2023,08317KRSI,"Ortenaukreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08317KRSI,"Ortenaukreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,41
2023,08317KRSI,"Ortenaukreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08317KRSI,"Ortenaukreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,34
2023,08317KRSI,"Ortenaukreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08317KRSI,"Ortenaukreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,Insgesamt,Insgesamt,141
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,Insgesamt,geschieden,10
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,Insgesamt,ledig,58
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,Insgesamt,verheiratet,62
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,Insgesamt,verwitwet,10
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,55
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,29
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,21
2023,08325KRSI,"Rottweil, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08325KRSI,"Rottweil, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,17
2023,08325KRSI,"Rottweil, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08325KRSI,"Rottweil, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,15
2023,08325KRSI,"Rottweil, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08325KRSI,"Rottweil, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,210
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,Insgesamt,geschieden,13
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,Insgesamt,ledig,89
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,Insgesamt,verheiratet,96
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,Insgesamt,verwitwet,13
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,77
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,35
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,35
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,22
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,18
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,Insgesamt,Insgesamt,145
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,Insgesamt,geschieden,10
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,Insgesamt,ledig,59
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,Insgesamt,verheiratet,68
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,Insgesamt,verwitwet,8
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,65
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,28
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,31
2023,08327KRSI,"Tuttlingen, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08327KRSI,"Tuttlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,17
2023,08327KRSI,"Tuttlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08327KRSI,"Tuttlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,14
2023,08327KRSI,"Tuttlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08327KRSI,"Tuttlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,Insgesamt,Insgesamt,289
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,Insgesamt,geschieden,24
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,Insgesamt,ledig,125
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,Insgesamt,verheiratet,124
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,Insgesamt,verwitwet,16
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,93
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,43
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,41
2023,08335KRSI,"Konstanz, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08335KRSI,"Konstanz, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,29
2023,08335KRSI,"Konstanz, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08335KRSI,"Konstanz, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,23
2023,08335KRSI,"Konstanz, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08335KRSI,"Konstanz, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,Insgesamt,Insgesamt,236
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,Insgesamt,geschieden,17
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,Insgesamt,ledig,94
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,Insgesamt,verheiratet,113
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,Insgesamt,verwitwet,12
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,91
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,40
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,44
2023,08336KRSI,"Lörrach, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08336KRSI,"Lörrach, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,26
2023,08336KRSI,"Lörrach, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08336KRSI,"Lörrach, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,20
2023,08336KRSI,"Lörrach, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08336KRSI,"Lörrach, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,Insgesamt,Insgesamt,171
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,Insgesamt,geschieden,15
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,Insgesamt,ledig,68
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,Insgesamt,verheiratet,77
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,Insgesamt,verwitwet,10
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,60
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,28
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,25
2023,08337KRSI,"Waldshut, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08337KRSI,"Waldshut, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,17
2023,08337KRSI,"Waldshut, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08337KRSI,"Waldshut, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,13
2023,08337KRSI,"Waldshut, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08337KRSI,"Waldshut, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,Insgesamt,Insgesamt,285
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,Insgesamt,geschieden,19
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,Insgesamt,ledig,121
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,Insgesamt,verheiratet,131
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,Insgesamt,verwitwet,14
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,100
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,46
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,45
2023,08415KRSI,"Reutlingen, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08415KRSI,"Reutlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,29
2023,08415KRSI,"Reutlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08415KRSI,"Reutlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,23
2023,08415KRSI,"Reutlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08415KRSI,"Reutlingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,Insgesamt,Insgesamt,232
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,Insgesamt,geschieden,12
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,Insgesamt,ledig,106
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,Insgesamt,verheiratet,102
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,Insgesamt,verwitwet,11
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,68
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,34
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,29
2023,08416KRSI,"Tübingen, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08416KRSI,"Tübingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,22
2023,08416KRSI,"Tübingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08416KRSI,"Tübingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,18
2023,08416KRSI,"Tübingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08416KRSI,"Tübingen, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,Insgesamt,Insgesamt,193
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,Insgesamt,geschieden,14
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,Insgesamt,ledig,77
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,Insgesamt,verheiratet,91
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,Insgesamt,verwitwet,12
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,Insgesamt,69
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,geschieden,/
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,ledig,31
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verheiratet,31
2023,08417KRSI,"Zollernalbkreis, Landkreis",by_marital_status,mit Migrationshintergrund,verwitwet,/
2023,08417KRSI,"Zollernalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,Insgesamt,23
2023,08417KRSI,"Zollernalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,geschieden,/
2023,08417KRSI,"Zollernalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,ledig,19
2023,08417KRSI,"Zollernalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verheiratet,/
2023,08417KRSI,"Zollernalbkreis, Landkreis",second_generation_german,mit Migrationshintergrund | ohne eigene Migrationserfahrung | Deutsche,verwitwet,/
