year,region_code,region_label,migration_status,age_group,value_thousand
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,15
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,16
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,15
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,65 Jahre und mehr,20
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,Insgesamt,112
2022,08126KRSI,"Hohenlohekreis, Landkreis",Insgesamt,unter 15 Jahre,20
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,7
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,8
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,Insgesamt,43
2022,08126KRSI,"Hohenlohekreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,10
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,15 bis unter 25 Jahre,20
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,25 bis unter 35 Jahre,22
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,35 bis unter 45 Jahre,26
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,45 bis unter 55 Jahre,27
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,55 bis unter 65 Jahre,32
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,65 Jahre und mehr,37
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,Insgesamt,192
2022,08127KRSI,"Schwäbisch Hall, Landkreis",Insgesamt,unter 15 Jahre,29
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,8
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,10
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,8
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,Insgesamt,61
2022,08127KRSI,"Schwäbisch Hall, Landkreis",mit Migrationshintergrund,unter 15 Jahre,12
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,14
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,14
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,14
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,18
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,19
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,65 Jahre und mehr,34
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,Insgesamt,132
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",Insgesamt,unter 15 Jahre,18
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,Insgesamt,36
2022,08128KRSI,"Main-Tauber-Kreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,/
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,15 bis unter 25 Jahre,12
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,25 bis unter 35 Jahre,19
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,35 bis unter 45 Jahre,18
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,45 bis unter 55 Jahre,14
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,55 bis unter 65 Jahre,21
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,65 Jahre und mehr,26
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,Insgesamt,135
2022,08135KRSI,"Heidenheim, Landkreis",Insgesamt,unter 15 Jahre,25
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,9
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,6
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,6
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,7
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,Insgesamt,60
2022,08135KRSI,"Heidenheim, Landkreis",mit Migrationshintergrund,unter 15 Jahre,16
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,37
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,40
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,35
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,45
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,47
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,65 Jahre und mehr,65
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,Insgesamt,314
2022,08136KRSI,"Ostalbkreis, Landkreis",Insgesamt,unter 15 Jahre,46
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,13
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,13
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,12
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,13
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,10
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,12
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,Insgesamt,90
2022,08136KRSI,"Ostalbkreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,19
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,36
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,52
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,41
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,35
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,43
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,65 Jahre und mehr,65
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,Insgesamt,309
2022,08212KRSI,"Karlsruhe, Stadtkreis",Insgesamt,unter 15 Jahre,37
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,16
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,21
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,18
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,14
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,14
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,15
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,Insgesamt,116
2022,08212KRSI,"Karlsruhe, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,18
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,15 bis unter 25 Jahre,50
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,25 bis unter 35 Jahre,54
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,35 bis unter 45 Jahre,57
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,45 bis unter 55 Jahre,65
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,55 bis unter 65 Jahre,67
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,65 Jahre und mehr,96
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,Insgesamt,452
2022,08215KRSI,"Karlsruhe, Landkreis",Insgesamt,unter 15 Jahre,63
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,19
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,23
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,22
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,24
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,15
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,17
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,Insgesamt,145
2022,08215KRSI,"Karlsruhe, Landkreis",mit Migrationshintergrund,unter 15 Jahre,26
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,15 bis unter 25 Jahre,26
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,25 bis unter 35 Jahre,33
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,35 bis unter 45 Jahre,38
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,45 bis unter 55 Jahre,40
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,55 bis unter 65 Jahre,42
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,65 Jahre und mehr,65
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,Insgesamt,54
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,Insgesamt,unter 15 Jahre,40
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,15 bis unter 25 Jahre,12
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,25 bis unter 35 Jahre,16
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,35 bis unter 45 Jahre,20
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,45 bis unter 55 Jahre,16
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,55 bis unter 65 Jahre,10
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,65 Jahre und mehr,11
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,Insgesamt,107
2022,08217KRSI,Landkreis Rastatt und Stadtkreis Baden-Baden,mit Migrationshintergrund,unter 15 Jahre,22
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,24
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,26
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,21
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,19
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,17
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,65 Jahre und mehr,23
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,Insgesamt,152
2022,08221KRSI,"Heidelberg, Stadtkreis",Insgesamt,unter 15 Jahre,22
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,11
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,13
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,11
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,8
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,Insgesamt,62
2022,08221KRSI,"Heidelberg, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,11
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,37
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,51
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,45
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,40
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,37
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,65 Jahre und mehr,58
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,Insgesamt,314
2022,08222KRSI,"Mannheim, Stadtkreis",Insgesamt,unter 15 Jahre,44
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,17
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,25
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,24
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,22
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,14
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,17
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,Insgesamt,147
2022,08222KRSI,"Mannheim, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,28
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,13
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,17
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,19
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,16
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,24
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,65 Jahre und mehr,30
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,Insgesamt,143
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",Insgesamt,unter 15 Jahre,23
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,Insgesamt,37
2022,08225KRSI,"Neckar-Odenwald-Kreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,9
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,56
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,66
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,71
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,76
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,90
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,65 Jahre und mehr,117
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,Insgesamt,556
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",Insgesamt,unter 15 Jahre,80
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,22
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,26
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,28
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,27
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,19
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,17
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,Insgesamt,174
2022,08226KRSI,"Rhein-Neckar-Kreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,35
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,12
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,17
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,18
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,18
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,15
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,65 Jahre und mehr,27
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,Insgesamt,128
2022,08231KRSI,"Pforzheim, Stadtkreis",Insgesamt,unter 15 Jahre,21
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,7
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,10
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,13
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,11
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,7
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,8
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,Insgesamt,71
2022,08231KRSI,"Pforzheim, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,15
2022,08235KRSI,"Calw, Landkreis",Insgesamt,15 bis unter 25 Jahre,17
2022,08235KRSI,"Calw, Landkreis",Insgesamt,25 bis unter 35 Jahre,20
2022,08235KRSI,"Calw, Landkreis",Insgesamt,35 bis unter 45 Jahre,19
2022,08235KRSI,"Calw, Landkreis",Insgesamt,45 bis unter 55 Jahre,21
2022,08235KRSI,"Calw, Landkreis",Insgesamt,55 bis unter 65 Jahre,28
2022,08235KRSI,"Calw, Landkreis",Insgesamt,65 Jahre und mehr,32
2022,08235KRSI,"Calw, Landkreis",Insgesamt,Insgesamt,159
2022,08235KRSI,"Calw, Landkreis",Insgesamt,unter 15 Jahre,20
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,12
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,8
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,7
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,Insgesamt,59
2022,08235KRSI,"Calw, Landkreis",mit Migrationshintergrund,unter 15 Jahre,12
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,22
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,24
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,26
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,24
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,32
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,65 Jahre und mehr,38
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,Insgesamt,198
2022,08236KRSI,"Enzkreis, Landkreis",Insgesamt,unter 15 Jahre,33
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,10
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,9
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,9
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,6
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,Insgesamt,66
2022,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,16
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,15 bis unter 25 Jahre,12
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,25 bis unter 35 Jahre,15
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,35 bis unter 45 Jahre,14
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,45 bis unter 55 Jahre,16
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,55 bis unter 65 Jahre,23
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,65 Jahre und mehr,27
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,Insgesamt,122
2022,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,unter 15 Jahre,15
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,Insgesamt,37
2022,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,unter 15 Jahre,/
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,33
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,44
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,31
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,24
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,27
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,65 Jahre und mehr,38
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,Insgesamt,229
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,unter 15 Jahre,32
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,13
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,16
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,14
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,8
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,9
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,Insgesamt,82
2022,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,14
2022,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,15 bis unter 25 Jahre,27
2022,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,25 bis unter 35 Jahre,29
