year,region_code,region_label,migration_status,age_group,value_thousand
2023,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,7
2023,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2023,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,Insgesamt,62
2023,08236KRSI,"Enzkreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,12
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,15 bis unter 25 Jahre,11
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,25 bis unter 35 Jahre,16
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,35 bis unter 45 Jahre,14
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,45 bis unter 55 Jahre,15
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,55 bis unter 65 Jahre,21
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,65 Jahre und mehr,28
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,Insgesamt,122
2023,08237KRSI,"Freudenstadt, Landkreis",Insgesamt,unter 15 Jahre,17
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,/
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,6
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,/
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,/
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,Insgesamt,37
2023,08237KRSI,"Freudenstadt, Landkreis",mit Migrationshintergrund,unter 15 Jahre,7
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,35
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,42
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,35
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,24
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,27
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,65 Jahre und mehr,36
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,Insgesamt,233
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",Insgesamt,unter 15 Jahre,34
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,16
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,17
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,17
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,11
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,9
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,8
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,Insgesamt,94
2023,08311KRSI,"Freiburg im Breisgau, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,16
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,15 bis unter 25 Jahre,27
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,25 bis unter 35 Jahre,28
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,35 bis unter 45 Jahre,33
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,45 bis unter 55 Jahre,35
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,55 bis unter 65 Jahre,41
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,65 Jahre und mehr,62
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,Insgesamt,270
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,unter 15 Jahre,44
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,8
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,10
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,11
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,Insgesamt,67
2023,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",mit Migrationshintergrund,unter 15 Jahre,18
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,15 bis unter 25 Jahre,20
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,25 bis unter 35 Jahre,17
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,35 bis unter 45 Jahre,21
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,45 bis unter 55 Jahre,22
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,55 bis unter 65 Jahre,26
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,65 Jahre und mehr,34
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,Insgesamt,166
2023,08316KRSI,"Emmendingen, Landkreis",Insgesamt,unter 15 Jahre,26
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,9
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,/
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,9
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,8
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,Insgesamt,52
2023,08316KRSI,"Emmendingen, Landkreis",mit Migrationshintergrund,unter 15 Jahre,13
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,43
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,56
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,55
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,55
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,73
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,65 Jahre und mehr,92
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,Insgesamt,442
2023,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,unter 15 Jahre,68
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,17
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,21
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,21
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,18
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,16
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,16
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,Insgesamt,138
2023,08317KRSI,"Ortenaukreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,29
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,15 bis unter 25 Jahre,14
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,25 bis unter 35 Jahre,17
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,35 bis unter 45 Jahre,16
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,45 bis unter 55 Jahre,17
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,55 bis unter 65 Jahre,20
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,65 Jahre und mehr,32
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,Insgesamt,141
2023,08325KRSI,"Rottweil, Landkreis",Insgesamt,unter 15 Jahre,23
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,9
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,8
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,7
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,/
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,Insgesamt,55
2023,08325KRSI,"Rottweil, Landkreis",mit Migrationshintergrund,unter 15 Jahre,15
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,24
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,26
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,26
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,27
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,32
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,65 Jahre und mehr,43
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,Insgesamt,210
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Insgesamt,unter 15 Jahre,32
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,12
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,11
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,12
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,10
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,8
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,8
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,Insgesamt,77
2023,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,16
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,15 bis unter 25 Jahre,14
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,25 bis unter 35 Jahre,18
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,35 bis unter 45 Jahre,21
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,45 bis unter 55 Jahre,16
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,55 bis unter 65 Jahre,23
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,65 Jahre und mehr,29
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,Insgesamt,145
2023,08327KRSI,"Tuttlingen, Landkreis",Insgesamt,unter 15 Jahre,25
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,8
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,7
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,11
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,7
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,7
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,11
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,Insgesamt,65
2023,08327KRSI,"Tuttlingen, Landkreis",mit Migrationshintergrund,unter 15 Jahre,14
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,15 bis unter 25 Jahre,31
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,25 bis unter 35 Jahre,36
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,35 bis unter 45 Jahre,36
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,45 bis unter 55 Jahre,39
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,55 bis unter 65 Jahre,42
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,65 Jahre und mehr,64
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,Insgesamt,289
2023,08335KRSI,"Konstanz, Landkreis",Insgesamt,unter 15 Jahre,42
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,10
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,14
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,14
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,12
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,10
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,13
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,Insgesamt,93
2023,08335KRSI,"Konstanz, Landkreis",mit Migrationshintergrund,unter 15 Jahre,19
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,15 bis unter 25 Jahre,22
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,25 bis unter 35 Jahre,32
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,35 bis unter 45 Jahre,29
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,45 bis unter 55 Jahre,32
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,55 bis unter 65 Jahre,38
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,65 Jahre und mehr,50
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,Insgesamt,236
2023,08336KRSI,"Lörrach, Landkreis",Insgesamt,unter 15 Jahre,32
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,10
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,16
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,13
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,15
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,11
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,10
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,Insgesamt,91
2023,08336KRSI,"Lörrach, Landkreis",mit Migrationshintergrund,unter 15 Jahre,17
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,15 bis unter 25 Jahre,15
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,25 bis unter 35 Jahre,22
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,35 bis unter 45 Jahre,22
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,45 bis unter 55 Jahre,20
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,55 bis unter 65 Jahre,25
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,65 Jahre und mehr,42
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,Insgesamt,171
2023,08337KRSI,"Waldshut, Landkreis",Insgesamt,unter 15 Jahre,25
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,7
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,9
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,9
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,6
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,8
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,Insgesamt,60
2023,08337KRSI,"Waldshut, Landkreis",mit Migrationshintergrund,unter 15 Jahre,12
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,15 bis unter 25 Jahre,28
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,25 bis unter 35 Jahre,35
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,35 bis unter 45 Jahre,37
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,45 bis unter 55 Jahre,36
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,55 bis unter 65 Jahre,46
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,65 Jahre und mehr,59
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,Insgesamt,285
2023,08415KRSI,"Reutlingen, Landkreis",Insgesamt,unter 15 Jahre,45
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,11
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,12
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,16
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,12
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,11
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,16
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,Insgesamt,100
2023,08415KRSI,"Reutlingen, Landkreis",mit Migrationshintergrund,unter 15 Jahre,21
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,15 bis unter 25 Jahre,28
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,25 bis unter 35 Jahre,35
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,35 bis unter 45 Jahre,27
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,45 bis unter 55 Jahre,28
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,55 bis unter 65 Jahre,37
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,65 Jahre und mehr,45
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,Insgesamt,232
2023,08416KRSI,"Tübingen, Landkreis",Insgesamt,unter 15 Jahre,32
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,8
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,12
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,9
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,9
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,9
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,Insgesamt,68
2023,08416KRSI,"Tübingen, Landkreis",mit Migrationshintergrund,unter 15 Jahre,15
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,20
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,22
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,23
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,23
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,34
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,65 Jahre und mehr,43
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,Insgesamt,193
2023,08417KRSI,"Zollernalbkreis, Landkreis",Insgesamt,unter 15 Jahre,27
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,9
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,10
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,9
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,8
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,10
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,Insgesamt,69
2023,08417KRSI,"Zollernalbkreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,14
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,15 bis unter 25 Jahre,15
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,25 bis unter 35 Jahre,19
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,35 bis unter 45 Jahre,16
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,45 bis unter 55 Jahre,17
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,55 bis unter 65 Jahre,19
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,65 Jahre und mehr,28
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,Insgesamt,130
2023,08421KRSI,"Ulm, Stadtkreis",Insgesamt,unter 15 Jahre,16
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,7
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,10
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,8
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,8
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,7
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,65 Jahre und mehr,7
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,Insgesamt,56
2023,08421KRSI,"Ulm, Stadtkreis",mit Migrationshintergrund,unter 15 Jahre,9
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,20
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,24
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,25
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,28
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,31
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,65 Jahre und mehr,40
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,Insgesamt,198
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",Insgesamt,unter 15 Jahre,30
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,7
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,8
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,10
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,/
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,6
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,Insgesamt,57
2023,08425KRSI,"Alb-Donau-Kreis, Landkreis",mit Migrationshintergrund,unter 15 Jahre,14
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,15 bis unter 25 Jahre,23
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,25 bis unter 35 Jahre,23
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,35 bis unter 45 Jahre,30
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,45 bis unter 55 Jahre,26
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,55 bis unter 65 Jahre,30
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,65 Jahre und mehr,38
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,Insgesamt,206
2023,08426KRSI,"Biberach, Landkreis",Insgesamt,unter 15 Jahre,35
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,15 bis unter 25 Jahre,9
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,25 bis unter 35 Jahre,8
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,35 bis unter 45 Jahre,10
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,45 bis unter 55 Jahre,9
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,55 bis unter 65 Jahre,6
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,65 Jahre und mehr,8
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,Insgesamt,62
2023,08426KRSI,"Biberach, Landkreis",mit Migrationshintergrund,unter 15 Jahre,13
2023,08435KRSI,"Bodenseekreis, Landkreis",Insgesamt,15 bis unter 25 Jahre,20
2023,08435KRSI,"Bodenseekreis, Landkreis",Insgesamt,25 bis unter 35 Jahre,29
2023,08435KRSI,"Bodenseekreis, Landkreis",Insgesamt,35 bis unter 45 Jahre,27
2023,08435KRSI,"Bodenseekreis, Landkreis",Insgesamt,45 bis unter 55 Jahre,28
2023,08435KRSI,"Bodenseekreis, Landkreis",Insgesamt,55 bis unter 65 Jahre,40
