Jahr;"Einbürgerungen 	"
2000;29071
2001;28112
2002;22868
2003;19454
2004;16068
2005;15024
2006;14271
2007;12972
2008;11281
2009;12212
2010;12778
2011;14223
2012;16390
2013;16062
2014;16804
2015;17546
2016;17791
2017;18299
2018;16286
2019;19109
2020;15945
2021;17304
2022;20971
2023;22745
2024;37806
2025;39790
