year,region_code,region_label,labour_status,migration_status,education_isced,value_thousand
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,Insgesamt,mittel,71
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,Insgesamt,niedrig,20
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,mit Migrationshintergrund,Insgesamt,29
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,mit Migrationshintergrund,hoch,7
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,mit Migrationshintergrund,mittel,12
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,mit Migrationshintergrund,niedrig,10
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,Insgesamt,106
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,hoch,38
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,mittel,59
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,niedrig,10
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,Insgesamt,Insgesamt,133
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,Insgesamt,hoch,44
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,Insgesamt,mittel,70
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,Insgesamt,niedrig,19
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,mit Migrationshintergrund,Insgesamt,28
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,mit Migrationshintergrund,hoch,7
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,mit Migrationshintergrund,mittel,12
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,mit Migrationshintergrund,niedrig,10
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,ohne Migrationshintergrund,Insgesamt,104
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,ohne Migrationshintergrund,hoch,37
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,ohne Migrationshintergrund,mittel,58
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Erwerbstätige,ohne Migrationshintergrund,niedrig,10
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,Insgesamt,Insgesamt,221
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,Insgesamt,hoch,62
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,Insgesamt,mittel,111
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,Insgesamt,niedrig,48
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,mit Migrationshintergrund,Insgesamt,45
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,mit Migrationshintergrund,hoch,10
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,mit Migrationshintergrund,mittel,19
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,mit Migrationshintergrund,niedrig,17
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,ohne Migrationshintergrund,Insgesamt,176
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,ohne Migrationshintergrund,hoch,52
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,ohne Migrationshintergrund,mittel,93
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Insgesamt,ohne Migrationshintergrund,niedrig,31
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,Insgesamt,Insgesamt,86
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,Insgesamt,hoch,18
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,Insgesamt,mittel,40
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,Insgesamt,niedrig,28
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,Insgesamt,16
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,mittel,6
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,niedrig,7
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,Insgesamt,70
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,hoch,15
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,mittel,34
2021,08315KRSI,"Breisgau-Hochschwarzwald, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,niedrig,21
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,Insgesamt,Insgesamt,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,Insgesamt,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,Insgesamt,mittel,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,Insgesamt,niedrig,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,mit Migrationshintergrund,Insgesamt,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,mit Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,mit Migrationshintergrund,mittel,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,mit Migrationshintergrund,niedrig,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,ohne Migrationshintergrund,Insgesamt,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,ohne Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,ohne Migrationshintergrund,mittel,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbslose,ohne Migrationshintergrund,niedrig,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,Insgesamt,Insgesamt,93
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,Insgesamt,hoch,30
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,Insgesamt,mittel,48
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,Insgesamt,niedrig,15
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,mit Migrationshintergrund,Insgesamt,23
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,mit Migrationshintergrund,mittel,10
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,mit Migrationshintergrund,niedrig,7
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,Insgesamt,70
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,hoch,25
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,mittel,37
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,niedrig,8
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,Insgesamt,Insgesamt,90
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,Insgesamt,hoch,29
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,Insgesamt,mittel,46
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,Insgesamt,niedrig,14
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,mit Migrationshintergrund,Insgesamt,22
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,mit Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,mit Migrationshintergrund,mittel,10
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,mit Migrationshintergrund,niedrig,7
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,ohne Migrationshintergrund,Insgesamt,68
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,ohne Migrationshintergrund,hoch,24
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,ohne Migrationshintergrund,mittel,36
2021,08316KRSI,"Emmendingen, Landkreis",Erwerbstätige,ohne Migrationshintergrund,niedrig,7
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,Insgesamt,Insgesamt,138
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,Insgesamt,hoch,36
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,Insgesamt,mittel,70
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,Insgesamt,niedrig,32
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,mit Migrationshintergrund,Insgesamt,32
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,mit Migrationshintergrund,hoch,7
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,mit Migrationshintergrund,mittel,13
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,mit Migrationshintergrund,niedrig,12
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,ohne Migrationshintergrund,Insgesamt,106
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,ohne Migrationshintergrund,hoch,29
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,ohne Migrationshintergrund,mittel,56
2021,08316KRSI,"Emmendingen, Landkreis",Insgesamt,ohne Migrationshintergrund,niedrig,20
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,Insgesamt,Insgesamt,45
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,Insgesamt,hoch,6
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,Insgesamt,mittel,22
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,Insgesamt,niedrig,17
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,Insgesamt,9
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,mittel,/
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,niedrig,/
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,Insgesamt,36
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,hoch,/
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,mittel,19
2021,08316KRSI,"Emmendingen, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,niedrig,12
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,Insgesamt,Insgesamt,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,Insgesamt,hoch,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,Insgesamt,mittel,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,Insgesamt,niedrig,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,mit Migrationshintergrund,Insgesamt,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,mit Migrationshintergrund,hoch,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,mit Migrationshintergrund,mittel,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,mit Migrationshintergrund,niedrig,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,Insgesamt,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,hoch,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,mittel,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,niedrig,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,Insgesamt,Insgesamt,244
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,Insgesamt,hoch,67
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,Insgesamt,mittel,137
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,Insgesamt,niedrig,40
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,Insgesamt,64
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,hoch,14
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,mittel,33
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,niedrig,17
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,Insgesamt,180
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,hoch,53
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,mittel,105
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,niedrig,23
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,Insgesamt,Insgesamt,239
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,Insgesamt,hoch,66
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,Insgesamt,mittel,135
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,Insgesamt,niedrig,38
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,Insgesamt,62
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,hoch,13
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,mittel,32
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,niedrig,16
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,ohne Migrationshintergrund,Insgesamt,178
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,ohne Migrationshintergrund,hoch,53
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,ohne Migrationshintergrund,mittel,103
2021,08317KRSI,"Ortenaukreis, Landkreis",Erwerbstätige,ohne Migrationshintergrund,niedrig,22
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,Insgesamt,Insgesamt,369
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,Insgesamt,hoch,86
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,Insgesamt,mittel,194
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,Insgesamt,niedrig,89
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,mit Migrationshintergrund,Insgesamt,96
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,mit Migrationshintergrund,hoch,18
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,mit Migrationshintergrund,mittel,44
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,mit Migrationshintergrund,niedrig,34
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,ohne Migrationshintergrund,Insgesamt,274
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,ohne Migrationshintergrund,hoch,68
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,ohne Migrationshintergrund,mittel,150
2021,08317KRSI,"Ortenaukreis, Landkreis",Insgesamt,ohne Migrationshintergrund,niedrig,55
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,Insgesamt,Insgesamt,125
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,Insgesamt,hoch,19
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,Insgesamt,mittel,57
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,Insgesamt,niedrig,49
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,Insgesamt,32
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,mittel,11
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,niedrig,17
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,Insgesamt,93
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,hoch,15
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,mittel,46
2021,08317KRSI,"Ortenaukreis, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,niedrig,33
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,Insgesamt,Insgesamt,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,Insgesamt,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,Insgesamt,mittel,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,Insgesamt,niedrig,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,mit Migrationshintergrund,Insgesamt,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,mit Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,mit Migrationshintergrund,mittel,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,mit Migrationshintergrund,niedrig,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,ohne Migrationshintergrund,Insgesamt,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,ohne Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,ohne Migrationshintergrund,mittel,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbslose,ohne Migrationshintergrund,niedrig,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,Insgesamt,Insgesamt,74
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,Insgesamt,hoch,22
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,Insgesamt,mittel,39
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,Insgesamt,niedrig,13
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,mit Migrationshintergrund,Insgesamt,23
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,mit Migrationshintergrund,mittel,11
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,mit Migrationshintergrund,niedrig,7
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,Insgesamt,50
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,hoch,17
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,mittel,27
2021,08325KRSI,"Rottweil, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,niedrig,6
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,Insgesamt,Insgesamt,72
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,Insgesamt,hoch,22
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,Insgesamt,mittel,38
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,Insgesamt,niedrig,12
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,mit Migrationshintergrund,Insgesamt,23
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,mit Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,mit Migrationshintergrund,mittel,11
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,mit Migrationshintergrund,niedrig,7
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,ohne Migrationshintergrund,Insgesamt,49
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,ohne Migrationshintergrund,hoch,17
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,ohne Migrationshintergrund,mittel,27
2021,08325KRSI,"Rottweil, Landkreis",Erwerbstätige,ohne Migrationshintergrund,niedrig,/
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,Insgesamt,Insgesamt,117
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,Insgesamt,hoch,29
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,Insgesamt,mittel,57
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,Insgesamt,niedrig,31
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,mit Migrationshintergrund,Insgesamt,36
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,mit Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,mit Migrationshintergrund,mittel,16
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,mit Migrationshintergrund,niedrig,13
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,ohne Migrationshintergrund,Insgesamt,81
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,ohne Migrationshintergrund,hoch,23
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,ohne Migrationshintergrund,mittel,40
2021,08325KRSI,"Rottweil, Landkreis",Insgesamt,ohne Migrationshintergrund,niedrig,18
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,Insgesamt,Insgesamt,43
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,Insgesamt,hoch,7
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,Insgesamt,mittel,18
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,Insgesamt,niedrig,18
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,Insgesamt,13
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,mittel,/
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,mit Migrationshintergrund,niedrig,7
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,Insgesamt,31
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,hoch,/
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,mittel,13
2021,08325KRSI,"Rottweil, Landkreis",Nichterwerbspersonen,ohne Migrationshintergrund,niedrig,12
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,Insgesamt,Insgesamt,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,Insgesamt,hoch,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,Insgesamt,mittel,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,Insgesamt,niedrig,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,mit Migrationshintergrund,Insgesamt,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,mit Migrationshintergrund,hoch,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,mit Migrationshintergrund,mittel,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,mit Migrationshintergrund,niedrig,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,Insgesamt,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,hoch,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,mittel,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbslose,ohne Migrationshintergrund,niedrig,/
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,Insgesamt,Insgesamt,109
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,Insgesamt,hoch,29
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,Insgesamt,mittel,59
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,Insgesamt,niedrig,21
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,Insgesamt,35
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,hoch,8
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,mittel,15
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,mit Migrationshintergrund,niedrig,12
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,Insgesamt,75
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,hoch,21
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,mittel,44
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbspersonen,ohne Migrationshintergrund,niedrig,9
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,Insgesamt,Insgesamt,105
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,Insgesamt,hoch,28
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,Insgesamt,mittel,57
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,Insgesamt,niedrig,20
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,Insgesamt,32
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,hoch,7
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,mittel,14
2021,08326KRSI,"Schwarzwald-Baar-Kreis, Landkreis",Erwerbstätige,mit Migrationshintergrund,niedrig,11
